size_arr,num_proc,time_avg,time_std,cpu_ut_avg,cpu_ut_std
1,1,0.002229499817,0.0003736069009,5,21.79449472
1,2,0.002712774277,0.0001390376452,15,35.70714214
1,4,0.004985904694,0.0003740352462,36.25,47.41769185
1,8,0.009233283997,0.0011289843,66.25,45.25966748
1,16,0.01654081345,0.0005083383329,93.335,16.1561838
1,20,0.02058017254,0.0005461014714,93.7525,15.219576
2,1,0.002169299126,0.0002239004617,13.75,33.51771919
2,2,0.002945971489,0.000294962001,16.25,36.03383826
2,4,0.005057406425,0.0002599236255,37.5,47.1036092
2,8,0.008895468712,0.0005294436265,67.5,45.4835135
2,16,0.0159662962,0.0004888080856,88.335,25.8722298
2,20,0.02036049366,0.0008123045863,94.795,12.72485658
4,1,0.002179503441,0.0001721356466,12.5,33.07189139
4,2,0.003640222549,0.0005829177632,30,44.44097209
4,4,0.005262875557,0.0002992516083,30,44.44097209
4,8,0.008523321152,0.0004532016259,53.75,46.6201405
4,16,0.01706061363,0.0003084260405,90,23.21517822
4,20,0.02167301178,0.001399664379,94.795,12.72485658
8,1,0.002895283699,0.0004707779002,21.25,40.1364859
8,2,0.004293346405,0.0005652142767,37.5,47.1036092
8,4,0.006322932243,0.0007517796554,45,47.16990566
8,8,0.01163620949,0.0004182915979,82.085,34.23444574
8,16,0.02112646103,0.001009601522,96.2525,11.47270647
8,20,0.0264182806,0.0009548037043,95.335,11.72315124
16,1,0.006265759468,8.42E-05,31.25,45.67206477
16,2,0.01168944836,0.0001234568813,54.585,46.69499197
16,4,0.01686298847,0.0003614062076,84.17,27.11641754
16,8,0.03081605434,0.001149439062,94.96,10.34011122
16,16,0.06030254364,0.002459442105,96.8175,6.421638712
16,20,0.07418577671,0.002286177219,97.2025,5.22151738
32,1,0.04219894409,0.008905593566,48.75,40.56878726
32,2,0.06404669285,0.007821976231,68.5825,36.454656
32,4,0.09489407539,0.006840519302,91.2875,10.62259826
32,8,0.1822619438,0.01034706778,97.6275,3.049507132
32,16,0.360183692,0.009227726561,99.04,1.4287757
32,20,0.444350791,0.008421377582,99.44,0.970515327
64,1,0.2823930264,0.0256706738,50.5875,37.04737634
64,2,0.4103297949,0.05906974779,71.635,26.09256168
64,4,0.7226558685,0.0571588326,95.3825,5.866893876
64,8,1.301653814,0.1150473719,98.485,1.193848818
64,16,2.560158587,0.1715008981,99.6575,0.3216267246
64,20,2.806302071,0.02350581449,99.795,0.2108909671
128,1,2.073269439,0.02730872818,25,41.87425223
128,2,2.097605085,0.03145169563,49.905,49.80603854
128,4,4.468163681,0.0397267159,99.6,0.5133225107
128,8,8.902023029,0.07227417203,99.83,0.1763519209
128,16,17.86397793,0.09728258293,99.9,0.07071067812
128,20,22.31719105,0.1794951983,99.91,0.09695359715
256,1,16.60715804,0.2409092634,25.015,43.29262379
256,2,16.76703925,0.2308178552,49.9275,48.61016862
256,4,35.58428397,0.3456411119,99.71,0.3389690251
256,8,71.0730433,0.7910713444,99.835,0.1574007624
256,16,142.6252401,1.559198523,99.9275,0.08058380731
256,20,177.5760974,1.959111784,99.9475,0.06703543839
512,1,132.5879035,1.833053317,25,43.30127019
512,2,133.3204903,1.946903553,49.9375,49.70261908
512,4,283.1596805,2.784955228,99.6925,0.4309219767
512,8,563.7315882,5.027566544,99.7375,0.2287875652
