size_arr,num_proc,time_avg,time_std,cpu_ut_avg,cpu_ut_std
1,1,0.002565598487854004,0.0006197194681036931,8.75,27.128168017763382
1,2,0.002808094024658203,0.0001733874262287064,10.0,30.0
1,4,0.0047057151794433595,0.00019110913510578248,21.25,38.54785986277319
1,8,0.00872185230255127,0.0006050481408474951,42.5,45.48351349665063
1,16,0.01602957248687744,0.0004678417185935252,67.08500000000001,32.16437897737185
1,20,0.020021796226501465,0.0003806980829698752,67.50250000000001,28.125144332962986
2,1,0.002144742012023926,6.535270705392461e-05,2.5,15.612494995995995
2,2,0.0028152227401733398,8.754777297867855e-05,11.25,30.593095626301043
2,4,0.004680752754211426,0.00013368796452196803,22.5,40.233692348577705
2,8,0.00859687328338623,0.0002413980860758118,43.75,46.351240544347895
2,16,0.016114568710327147,0.0004852416519449816,59.17,39.60808124612956
2,20,0.020309948921203615,0.0005671917109064418,65.005,28.577674415529337
4,1,0.00214540958404541,0.0001083354845893057,6.25,22.878756522153907
4,2,0.002928924560546875,0.00020091200800105617,15.0,35.70714214271425
4,4,0.004849934577941894,0.00016640614100909794,22.5,40.233692348577705
4,8,0.008905506134033203,0.0002441823260634629,42.5,46.837484987987985
4,16,0.01637451648712158,0.0003696690648250456,62.0875,40.48152163333291
4,20,0.020361661911010742,0.00042891083588604507,63.754999999999995,30.480780419798965
8,1,0.0025227546691894533,8.582935067299835e-05,7.5,26.339134382131846
8,2,0.003253626823425293,9.548097348389999e-05,15.0,35.70714214271425
8,4,0.005516672134399414,0.00015337603395125017,27.5,41.75823272122516
8,8,0.009695720672607423,0.0003724564756311589,50.417500000000004,44.79729839789449
8,16,0.017529630661010744,0.00033915538901538225,84.5875,24.26038115426054
8,20,0.021866846084594726,0.00058346232699109,86.255,19.587201816492318
16,1,0.005927586555480957,8.79298871284073e-05,12.5,33.071891388307385
16,2,0.006614494323730469,0.00014322519840142484,30.0,44.44097208657794
16,4,0.01210613250732422,9.944568974777159e-05,71.25,41.664583281247396
16,8,0.023009705543518066,0.0002760044738992229,86.675,17.844239266497187
16,16,0.04478576183319092,0.0007379627779454091,94.70750000000001,9.26480942869307
16,20,0.05544445514678955,0.0007455294258598873,96.10999999999999,6.778229857418529
32,1,0.03227245807647705,0.0006378807724284317,25.4175,41.790225457037195
32,2,0.033187031745910645,0.000406534317545464,49.292500000000004,47.57464339067609
32,4,0.06867852210998535,0.0006991301725845372,94.6725,6.944889757944326
32,8,0.13726603984832764,0.002415099653955861,96.30250000000001,4.144785127120583
32,16,0.2697827100753784,0.002348847481686684,98.99249999999999,1.6366715461570174
32,20,0.33602280616760255,0.002781315868643495,98.82750000000001,1.436312553032941
64,1,0.24067995548248292,0.003963941714181231,25.0,43.07899720281335
64,2,0.24278371334075927,0.0038322530760190525,49.9,49.323341330449225
64,4,0.5149945020675659,0.0037281572559508523,99.035,1.0548815099337
64,8,1.0309006929397584,0.00859701533162641,99.3575,0.6387047439936555
64,16,2.0559678792953493,0.01872542342247778,99.825,0.23848480035423641
64,20,2.581094741821289,0.0194445528228002,99.87,0.18734993995195462
128,1,1.8890716314315796,0.024227185443854708,25.025,43.28697119226523
128,2,1.9031779527664185,0.02163924408362389,49.9075,49.83357998127367
128,4,4.092896747589111,0.0361298674176167,99.54249999999999,0.4898405352765335
128,8,8.184151911735535,0.06364369147202334,99.82249999999999,0.17390730289438758
128,16,16.369816160202028,0.09410045559662937,99.91,0.0663324958071077
128,20,20.45546498298645,0.21087907248097346,99.935,0.09367496997597537
