,N,#procs,time_mean,time_std,cpu_mean,cpu_std,instance,parallel
402,8,8,0.0221,0.000588,100.0,0.0,r5large,True
403,8,8,0.0008609999999999999,7.879999999999999e-05,20.0,40.0,r5large,False
404,8,16,0.0215,0.000537,100.0,0.0,r5large,True
405,8,16,0.000927,5.99e-05,30.0,45.8,r5large,False
406,8,32,0.0224,0.000375,100.0,0.0,r5large,True
407,8,32,0.0009460000000000001,1.06e-05,0.0,0.0,r5large,False
408,16,1,0.00981,0.00026000000000000003,100.0,0.0,r5large,True
409,16,1,0.006540000000000001,7.64e-05,90.0,30.0,r5large,False
410,16,2,0.0118,0.00264,100.0,0.0,r5large,True
411,16,2,0.006640000000000001,0.000801,76.7,39.6,r5large,False
412,16,4,0.0115,0.00396,100.0,0.0,r5large,True
413,16,4,0.00386,0.00147,20.0,40.0,r5large,False
414,16,8,0.0152,0.00027,94.2,11.8,r5large,True
415,16,8,0.00337,4.22e-05,15.0,32.0,r5large,False
416,16,16,0.0261,0.000395,97.1,5.72,r5large,True
417,16,16,0.0033799999999999998,4.7799999999999996e-05,20.0,40.0,r5large,False
418,16,32,0.0227,0.000263,96.3,7.38,r5large,True
419,16,32,0.00339,5.9699999999999994e-05,40.0,49.0,r5large,False
420,32,1,0.0289,0.000136,48.0,4.0,r5large,True
421,32,1,0.0258,0.000399,51.0,5.39,r5large,False
422,32,2,0.0314,0.000354,98.6,4.29,r5large,True
423,32,2,0.0257,0.00020800000000000001,49.0,5.39,r5large,False
424,32,4,0.0336,0.00011599999999999999,97.5,5.0,r5large,True
425,32,4,0.0257,0.000266,53.0,4.58,r5large,False
426,32,8,0.0392,0.000215,97.6,4.73,r5large,True
427,32,8,0.0258,0.000262,50.7,6.67,r5large,False
428,32,16,0.0503,0.000597,98.2,3.64,r5large,True
429,32,16,0.0258,0.000244,49.0,8.31,r5large,False
430,32,32,0.0713,0.0010400000000000001,98.6,2.76,r5large,True
431,32,32,0.0258,0.000272,50.0,0.0,r5large,False
432,64,1,0.213,0.00037999999999999997,50.4,0.55,r5large,True
433,64,1,0.204,0.00161,49.5,0.588,r5large,False
434,64,2,0.22699999999999998,0.000452,98.7,1.07,r5large,True
435,64,2,0.204,0.00187,50.0,0.537,r5large,False
436,64,4,0.23,0.00295,98.9,1.08,r5large,True
437,64,4,0.204,0.0017100000000000001,49.9,0.6459999999999999,r5large,False
438,64,8,0.23399999999999999,0.00022400000000000002,99.4,0.9470000000000001,r5large,True
439,64,8,0.204,0.00175,49.9,0.6459999999999999,r5large,False
440,64,16,0.24600000000000002,0.0005549999999999999,99.8,0.6,r5large,True
441,64,16,0.204,0.00179,49.6,0.768,r5large,False
442,64,32,0.268,0.000597,99.4,0.856,r5large,True
443,64,32,0.205,0.00195,49.9,1.34,r5large,False
444,128,1,1.68,0.00581,50.1,0.11699999999999999,r5large,True
445,128,1,1.63,0.0162,50.0,0.102,r5large,False
446,128,2,1.79,0.00504,99.8,0.15,r5large,True
447,128,2,1.64,0.0175,50.0,0.126,r5large,False
448,128,4,1.79,0.0039299999999999995,99.9,0.192,r5large,True
449,128,4,1.65,0.0129,50.0,0.158,r5large,False
450,128,8,1.79,0.00141,100.0,0.09,r5large,True
451,128,8,1.63,0.0161,50.1,0.20199999999999999,r5large,False
452,128,16,1.81,0.0041,99.8,0.15,r5large,True
453,128,16,1.63,0.0153,50.1,0.0917,r5large,False
454,128,32,1.83,0.00316,99.8,0.15,r5large,True
455,128,32,1.63,0.0161,50.0,0.127,r5large,False
456,256,1,15.1,0.0687,50.0,0.0,r5large,True
457,256,1,14.6,0.193,50.0,0.0,r5large,False
458,256,2,14.4,0.0202,99.9,0.049,r5large,True
459,256,2,14.7,0.0693,50.0,0.0,r5large,False
460,256,4,14.4,0.0156,99.9,0.049,r5large,True
461,256,4,14.7,0.055,50.0,0.04,r5large,False
462,256,8,14.4,0.0271,100.0,0.04,r5large,True
463,256,8,14.7,0.0958,50.0,0.0,r5large,False
464,256,16,14.4,0.0223,100.0,0.0,r5large,True
465,256,16,14.6,0.0495,50.0,0.0,r5large,False
466,256,32,14.4,0.009059999999999999,100.0,0.04,r5large,True
467,256,32,14.8,0.10300000000000001,50.0,0.04,r5large,False
468,512,1,120.0,0.11699999999999999,50.0,0.0,r5large,True
469,512,1,119.0,0.314,50.0,0.0,r5large,False
470,512,2,115.0,0.0591,100.0,0.0,r5large,True
471,512,2,120.0,0.198,50.0,0.0,r5large,False
472,512,4,115.0,0.11199999999999999,99.9,0.049,r5large,True
473,512,4,120.0,0.385,50.0,0.0,r5large,False
474,512,8,116.0,0.10400000000000001,100.0,0.049,r5large,True
475,512,8,120.0,0.508,50.0,0.0,r5large,False
476,512,16,116.0,0.145,100.0,0.0,r5large,True
477,512,16,120.0,0.41200000000000003,50.0,0.0,r5large,False
478,512,32,116.0,0.0534,100.0,0.0,r5large,True
479,512,32,120.0,0.285,50.0,0.0,r5large,False
480,1,1,0.00244,0.000122,20.0,24.5,r5xlarge,True
481,1,1,9.88e-05,1.95e-06,0.0,0.0,r5xlarge,False
482,1,2,0.00237,5.59e-05,15.0,22.9,r5xlarge,True
483,1,2,9.67e-05,2.19e-06,0.0,0.0,r5xlarge,False
484,1,4,0.0024100000000000002,3.66e-05,35.0,45.0,r5xlarge,True
485,1,4,0.000102,8.23e-06,0.0,0.0,r5xlarge,False
486,1,8,0.00259,8.9e-05,10.0,20.0,r5xlarge,True
487,1,8,0.00011,4.24e-06,0.0,0.0,r5xlarge,False
488,1,16,0.00237,7.03e-05,0.0,0.0,r5xlarge,True
489,1,16,0.0001,2.4e-06,0.0,0.0,r5xlarge,False
490,1,32,0.00233,3.9e-05,10.0,20.0,r5xlarge,True
491,1,32,9.95e-05,4.53e-06,0.0,0.0,r5xlarge,False
492,2,1,0.0024100000000000002,2.7699999999999996e-05,45.0,41.5,r5xlarge,True
493,2,1,0.00010400000000000001,2.16e-06,0.0,0.0,r5xlarge,False
494,2,2,0.00331,3.24e-05,26.7,35.1,r5xlarge,True
495,2,2,0.00011200000000000001,1.7100000000000002e-05,0.0,0.0,r5xlarge,False
496,2,4,0.0033,6.14e-05,31.7,26.3,r5xlarge,True
497,2,4,0.00010800000000000001,3.34e-06,0.0,0.0,r5xlarge,False
498,2,8,0.0033200000000000005,3.4200000000000005e-05,31.7,34.5,r5xlarge,True
499,2,8,0.000109,1.82e-06,0.0,0.0,r5xlarge,False
500,2,16,0.0032700000000000003,8.859999999999999e-05,30.0,40.0,r5xlarge,True
501,2,16,0.000106,3.67e-06,0.0,0.0,r5xlarge,False
502,2,32,0.0031,7.79e-05,26.7,35.1,r5xlarge,True
503,2,32,0.000101,2.14e-06,0.0,0.0,r5xlarge,False
504,4,1,0.00227,3.72e-05,30.0,40.0,r5xlarge,True
505,4,1,0.00015800000000000002,1.89e-05,0.0,0.0,r5xlarge,False
506,4,2,0.00321,3.6200000000000006e-05,48.3,36.1,r5xlarge,True
507,4,2,0.000152,8.35e-06,0.0,0.0,r5xlarge,False
508,4,4,0.0055899999999999995,0.000276,41.7,15.4,r5xlarge,True
509,4,4,0.000153,1.71e-06,0.0,0.0,r5xlarge,False
510,4,8,0.00551,0.000182,45.0,18.3,r5xlarge,True
511,4,8,0.000154,8.12e-07,0.0,0.0,r5xlarge,False
512,4,16,0.0056,0.000166,43.3,22.6,r5xlarge,True
513,4,16,0.000157,2.37e-06,0.0,0.0,r5xlarge,False
514,4,32,0.00542,0.000213,50.0,19.7,r5xlarge,True
515,4,32,0.000154,1.98e-06,0.0,0.0,r5xlarge,False
516,8,1,0.00266,3.39e-05,25.0,33.5,r5xlarge,True
517,8,1,0.000554,1.4300000000000002e-05,0.0,0.0,r5xlarge,False
518,8,2,0.0034100000000000003,6.9e-05,25.0,33.5,r5xlarge,True
519,8,2,0.00055,1.17e-05,20.0,40.0,r5xlarge,False
520,8,4,0.00573,0.00021899999999999998,46.7,18.0,r5xlarge,True
521,8,4,0.000559,2.3199999999999998e-05,0.0,0.0,r5xlarge,False
522,8,8,0.009590000000000001,0.00025699999999999996,64.7,10.5,r5xlarge,True
523,8,8,0.000558,9.75e-06,0.0,0.0,r5xlarge,False
524,8,16,0.009170000000000001,0.000413,65.2,11.6,r5xlarge,True
525,8,16,0.000562,3.19e-05,10.0,30.0,r5xlarge,False
526,8,32,0.009009999999999999,0.000197,64.5,8.98,r5xlarge,True
527,8,32,0.000563,3.09e-05,5.0,15.0,r5xlarge,False
528,16,1,0.00588,8.71e-05,21.6,18.3,r5xlarge,True
529,16,1,0.00361,2.97e-05,25.0,25.0,r5xlarge,False
530,16,2,0.00513,5.7799999999999995e-05,40.0,22.6,r5xlarge,True
531,16,2,0.0036,3.14e-05,20.0,24.5,r5xlarge,False
532,16,4,0.0068200000000000005,6.26e-05,64.2,16.7,r5xlarge,True
533,16,4,0.00359,3.53e-05,10.0,20.0,r5xlarge,False
534,16,8,0.0102,0.00018600000000000002,73.0,4.38,r5xlarge,True
535,16,8,0.0036200000000000004,3.73e-05,15.0,22.9,r5xlarge,False
536,16,16,0.018000000000000002,0.000407,71.5,2.88,r5xlarge,True
537,16,16,0.00361,4.59e-05,10.0,20.0,r5xlarge,False
538,16,32,0.0171,0.000453,67.8,3.89,r5xlarge,True
539,16,32,0.0036200000000000004,5.5100000000000004e-05,15.0,22.9,r5xlarge,False
540,32,1,0.0314,9.059999999999999e-05,26.3,2.57,r5xlarge,True
541,32,1,0.0282,0.000239,26.1,1.15,r5xlarge,False
542,32,2,0.019,0.00336,46.5,4.76,r5xlarge,True
543,32,2,0.0282,0.000229,25.6,2.17,r5xlarge,False
544,32,4,0.0192,0.000124,85.4,4.61,r5xlarge,True
545,32,4,0.0281,0.000215,25.2,2.01,r5xlarge,False
546,32,8,0.0227,0.000267,83.7,4.7,r5xlarge,True
547,32,8,0.0275,0.000151,24.5,3.46,r5xlarge,False
548,32,16,0.0279,0.000383,89.5,5.2,r5xlarge,True
549,32,16,0.0276,0.00020099999999999998,23.6,3.78,r5xlarge,False
550,32,32,0.0396,0.00054,92.9,1.82,r5xlarge,True
551,32,32,0.0276,0.00020099999999999998,25.4,2.83,r5xlarge,False
552,64,1,0.226,0.000708,25.0,0.503,r5xlarge,True
553,64,1,0.218,0.00141,25.1,0.39799999999999996,r5xlarge,False
554,64,2,0.127,0.0139,49.9,0.7979999999999999,r5xlarge,True
555,64,2,0.218,0.00385,25.2,0.19899999999999998,r5xlarge,False
556,64,4,0.11599999999999999,0.000256,98.1,1.14,r5xlarge,True
557,64,4,0.217,0.0013800000000000002,24.9,0.5720000000000001,r5xlarge,False
558,64,8,0.122,0.000797,96.7,1.01,r5xlarge,True
559,64,8,0.22399999999999998,0.0018100000000000002,25.1,0.449,r5xlarge,False
560,64,16,0.128,0.000746,97.5,0.848,r5xlarge,True
561,64,16,0.22399999999999998,0.0016300000000000002,24.9,0.375,r5xlarge,False
562,64,32,0.139,0.000967,97.3,0.882,r5xlarge,True
563,64,32,0.223,0.00132,25.1,0.375,r5xlarge,False
564,128,1,1.79,0.00392,25.0,0.0872,r5xlarge,True
565,128,1,1.73,0.0117,25.0,0.04,r5xlarge,False
566,128,2,0.932,0.0607,50.7,2.38,r5xlarge,True
567,128,2,1.75,0.0399,25.9,2.65,r5xlarge,False
568,128,4,0.895,0.00281,99.6,0.18,r5xlarge,True
569,128,4,1.73,0.00925,25.0,0.049,r5xlarge,False
570,128,8,0.895,0.00245,99.6,0.147,r5xlarge,True
571,128,8,1.73,0.0101,25.0,0.04,r5xlarge,False
572,128,16,0.9,0.0022,99.6,0.192,r5xlarge,True
573,128,16,1.74,0.00984,25.0,0.11199999999999999,r5xlarge,False
574,128,32,0.914,0.00193,99.6,0.1,r5xlarge,True
575,128,32,1.73,0.0101,25.0,0.0539,r5xlarge,False
576,256,1,14.7,0.022000000000000002,25.0,0.0,r5xlarge,True
577,256,1,14.3,0.0883,25.0,0.0,r5xlarge,False
578,256,2,7.37,0.040999999999999995,50.0,0.102,r5xlarge,True
579,256,2,14.2,0.0863,25.0,0.0,r5xlarge,False
580,256,4,7.23,0.0477,100.0,0.0671,r5xlarge,True
581,256,4,14.2,0.10099999999999999,25.0,0.03,r5xlarge,False
582,256,8,7.2,0.0265,99.8,0.12,r5xlarge,True
583,256,8,14.2,0.0679,25.0,0.0,r5xlarge,False
584,256,16,7.22,0.0329,99.9,0.0458,r5xlarge,True
585,256,16,14.1,0.114,25.0,0.0,r5xlarge,False
586,256,32,7.28,0.0571,99.9,0.0458,r5xlarge,True
587,256,32,14.1,0.0781,25.0,0.03,r5xlarge,False
588,512,1,117.0,0.11,25.0,0.0,r5xlarge,True
589,512,1,115.0,0.226,25.0,0.0,r5xlarge,False
590,512,2,58.1,0.147,50.0,0.04,r5xlarge,True
591,512,2,114.0,0.483,25.0,0.0,r5xlarge,False
592,512,4,57.1,0.18100000000000002,99.8,0.175,r5xlarge,True
593,512,4,114.0,0.331,25.0,0.0,r5xlarge,False
594,512,8,57.7,0.0416,99.9,0.04,r5xlarge,True
595,512,8,106.0,0.508,25.0,0.0,r5xlarge,False
596,512,16,57.6,0.0496,99.9,0.049,r5xlarge,True
597,512,16,106.0,0.465,25.0,0.04,r5xlarge,False
598,512,32,57.7,0.0201,100.0,0.049,r5xlarge,True
599,512,32,106.0,0.774,25.0,0.049,r5xlarge,False
600,1,1,0.00227,0.000133,18.3,18.9,r52xlarge,True
601,1,1,9.85e-05,5.92e-06,0.0,0.0,r52xlarge,False
602,1,2,0.00216,3.82e-05,10.0,20.0,r52xlarge,True
603,1,2,9.719999999999999e-05,3e-06,0.0,0.0,r52xlarge,False
604,1,4,0.00223,3.09e-05,20.0,20.8,r52xlarge,True
605,1,4,9.9e-05,5.5e-06,0.0,0.0,r52xlarge,False
606,1,8,0.0022199999999999998,2.95e-05,10.0,20.0,r52xlarge,True
607,1,8,9.71e-05,1.67e-06,0.0,0.0,r52xlarge,False
608,1,16,0.0022,4.34e-05,11.7,18.3,r52xlarge,True
609,1,16,9.63e-05,5.27e-07,0.0,0.0,r52xlarge,False
610,1,32,0.00223,2.9199999999999998e-05,13.3,20.8,r52xlarge,True
611,1,32,9.76e-05,1.53e-06,0.0,0.0,r52xlarge,False
612,2,1,0.00227,3.43e-05,15.0,22.9,r52xlarge,True
613,2,1,0.00010400000000000001,2.18e-06,0.0,0.0,r52xlarge,False
614,2,2,0.00314,5.14e-05,23.3,20.0,r52xlarge,True
615,2,2,0.000102,1.64e-06,0.0,0.0,r52xlarge,False
616,2,4,0.00316,0.00010800000000000001,12.5,15.5,r52xlarge,True
617,2,4,0.000105,8.57e-06,0.0,0.0,r52xlarge,False
618,2,8,0.00309,0.000123,15.8,16.0,r52xlarge,True
619,2,8,0.00010400000000000001,6.11e-06,10.0,30.0,r52xlarge,False
620,2,16,0.00314,0.00014099999999999998,26.6,18.6,r52xlarge,True
621,2,16,0.000103,1.51e-06,0.0,0.0,r52xlarge,False
622,2,32,0.00323,0.000145,23.3,20.0,r52xlarge,True
623,2,32,0.00010800000000000001,1.39e-05,0.0,0.0,r52xlarge,False
624,4,1,0.00234,2.5e-05,25.0,21.4,r52xlarge,True
625,4,1,0.000157,1.13e-05,10.0,30.0,r52xlarge,False
626,4,2,0.00318,4.210000000000001e-05,16.6,16.6,r52xlarge,True
627,4,2,0.000153,6.71e-06,0.0,0.0,r52xlarge,False
628,4,4,0.0054399999999999995,0.00015,27.0,6.78,r52xlarge,True
629,4,4,0.000152,1.99e-06,0.0,0.0,r52xlarge,False
630,4,8,0.005220000000000001,0.000183,25.5,10.4,r52xlarge,True
631,4,8,0.000156,9.6e-06,0.0,0.0,r52xlarge,False
632,4,16,0.00524,0.000134,24.3,9.69,r52xlarge,True
633,4,16,0.00016299999999999998,2e-05,10.0,30.0,r52xlarge,False
634,4,32,0.00519,0.000172,28.5,11.8,r52xlarge,True
635,4,32,0.000153,1.48e-06,0.0,0.0,r52xlarge,False
636,8,1,0.00267,2.8300000000000003e-05,11.7,18.3,r52xlarge,True
637,8,1,0.000522,1.22e-05,0.0,0.0,r52xlarge,False
638,8,2,0.00343,9.39e-05,19.1,15.8,r52xlarge,True
639,8,2,0.000524,9.62e-06,0.0,0.0,r52xlarge,False
640,8,4,0.00548,0.00018700000000000002,28.5,7.76,r52xlarge,True
641,8,4,0.0005269999999999999,9.81e-06,10.0,20.0,r52xlarge,False
642,8,8,0.009179999999999999,0.00044100000000000004,30.0,6.97,r52xlarge,True
643,8,8,0.000531,1.9600000000000002e-05,10.0,30.0,r52xlarge,False
644,8,16,0.00924,0.00037400000000000004,30.5,3.97,r52xlarge,True
645,8,16,0.000534,2.02e-05,10.0,30.0,r52xlarge,False
646,8,32,0.00952,0.000309,27.0,5.3,r52xlarge,True
647,8,32,0.000535,1.05e-05,0.0,0.0,r52xlarge,False
648,16,1,0.00572,7.63e-05,12.7,13.5,r52xlarge,True
649,16,1,0.0034200000000000003,5.2000000000000004e-05,9.16,14.2,r52xlarge,False
650,16,2,0.00499,8.499999999999999e-05,14.0,14.6,r52xlarge,True
651,16,2,0.0034,6.02e-05,14.2,14.4,r52xlarge,False
652,16,4,0.00627,0.000273,32.5,8.64,r52xlarge,True
653,16,4,0.00344,5.05e-05,8.33,12.9,r52xlarge,False
654,16,8,0.01,0.000328,34.0,3.31,r52xlarge,True
655,16,8,0.00343,5.99e-05,9.16,14.2,r52xlarge,False
656,16,16,0.0177,0.000446,34.5,5.46,r52xlarge,True
657,16,16,0.0033399999999999997,4.5299999999999997e-05,18.3,15.3,r52xlarge,False
658,16,32,0.017,0.000315,31.0,3.97,r52xlarge,True
659,16,32,0.00337,8.190000000000001e-05,10.8,13.5,r52xlarge,False
660,32,1,0.0285,0.000264,13.5,2.75,r52xlarge,True
661,32,1,0.0253,0.000242,12.4,2.09,r52xlarge,False
662,32,2,0.0164,0.000123,23.4,3.63,r52xlarge,True
663,32,2,0.0251,0.00026000000000000003,12.4,2.33,r52xlarge,False
664,32,4,0.0134,0.00255,39.5,4.3,r52xlarge,True
665,32,4,0.0261,0.00027,13.4,1.7,r52xlarge,False
666,32,8,0.015,0.000475,52.4,2.72,r52xlarge,True
667,32,8,0.0263,0.000352,12.5,2.06,r52xlarge,False
668,32,16,0.0204,0.000637,51.8,3.9,r52xlarge,True
669,32,16,0.026000000000000002,0.000398,12.8,1.86,r52xlarge,False
670,32,32,0.0364,0.0006900000000000001,45.0,1.59,r52xlarge,True
671,32,32,0.0263,0.00033,11.7,2.11,r52xlarge,False
672,64,1,0.215,0.00118,12.6,0.32899999999999996,r52xlarge,True
673,64,1,0.205,0.0017699999999999999,12.3,0.21100000000000002,r52xlarge,False
674,64,2,0.107,0.000529,24.6,0.633,r52xlarge,True
675,64,2,0.2,0.0037600000000000003,12.6,0.287,r52xlarge,False
676,64,4,0.0664,0.0134,45.2,3.37,r52xlarge,True
677,64,4,0.2,0.00268,12.5,0.207,r52xlarge,False
678,64,8,0.0639,0.00214,84.1,4.31,r52xlarge,True
679,64,8,0.2,0.0021899999999999997,12.5,0.243,r52xlarge,False
680,64,16,0.068,0.0015,85.4,2.22,r52xlarge,True
681,64,16,0.201,0.00215,12.6,0.17600000000000002,r52xlarge,False
682,64,32,0.0742,0.000696,87.7,0.9840000000000001,r52xlarge,True
683,64,32,0.207,0.00172,12.5,0.256,r52xlarge,False
684,128,1,1.71,0.009940000000000001,12.5,0.03,r52xlarge,True
685,128,1,1.65,0.0158,12.5,0.03,r52xlarge,False
686,128,2,0.852,0.00618,24.8,0.10800000000000001,r52xlarge,True
687,128,2,1.62,0.0143,12.5,0.0,r52xlarge,False
688,128,4,0.436,0.0113,49.3,0.664,r52xlarge,True
689,128,4,1.64,0.0165,12.5,0.04,r52xlarge,False
690,128,8,0.457,0.0016300000000000002,97.9,0.483,r52xlarge,True
691,128,8,1.64,0.0114,12.5,0.03,r52xlarge,False
692,128,16,0.456,0.0035,97.4,0.7929999999999999,r52xlarge,True
693,128,16,1.59,0.0175,12.5,0.03,r52xlarge,False
694,128,32,0.461,0.00213,98.1,0.389,r52xlarge,True
695,128,32,1.59,0.0163,12.5,0.03,r52xlarge,False
696,256,1,13.1,0.0207,12.5,0.0,r52xlarge,True
697,256,1,12.7,0.11900000000000001,12.5,0.0,r52xlarge,False
698,256,2,6.61,0.00588,25.0,0.0,r52xlarge,True
699,256,2,12.7,0.128,12.5,0.0,r52xlarge,False
700,256,4,3.31,0.0234,49.8,0.21600000000000003,r52xlarge,True
701,256,4,12.7,0.12,12.5,0.0,r52xlarge,False
702,256,8,3.56,0.0111,99.3,0.262,r52xlarge,True
703,256,8,12.7,0.139,12.5,0.0,r52xlarge,False
704,256,16,3.56,0.0050799999999999994,99.6,0.122,r52xlarge,True
705,256,16,12.7,0.125,12.5,0.0,r52xlarge,False
706,256,32,3.57,0.00834,99.7,0.098,r52xlarge,True
707,256,32,12.7,0.145,12.5,0.0,r52xlarge,False
708,512,1,107.0,0.28,12.5,0.0,r52xlarge,True
709,512,1,106.0,0.47600000000000003,12.5,0.0,r52xlarge,False
710,512,2,54.0,0.0982,25.0,0.0,r52xlarge,True
711,512,2,105.0,0.39899999999999997,12.5,0.0,r52xlarge,False
712,512,4,26.2,0.141,49.7,0.18899999999999997,r52xlarge,True
713,512,4,104.0,0.856,12.5,0.0,r52xlarge,False
714,512,8,28.4,0.131,99.1,0.361,r52xlarge,True
715,512,8,104.0,0.741,12.5,0.03,r52xlarge,False
716,512,16,28.3,0.0784,99.5,0.21,r52xlarge,True
717,512,16,104.0,1.16,12.5,0.0,r52xlarge,False
718,512,32,28.3,0.11800000000000001,99.9,0.06,r52xlarge,True
719,512,32,104.0,0.7979999999999999,12.5,0.0,r52xlarge,False
720,1,1,0.00216,0.00014199999999999998,30.0,45.8,c5large,True
721,1,1,8.329999999999999e-05,1.77e-06,0.0,0.0,c5large,False
722,1,2,0.0021,4.03e-05,10.0,30.0,c5large,True
723,1,2,8.71e-05,3.02e-06,0.0,0.0,c5large,False
724,1,4,0.00207,5.04e-05,25.0,40.3,c5large,True
725,1,4,8.609999999999999e-05,2.26e-06,0.0,0.0,c5large,False
726,1,8,0.00215,5.85e-05,30.0,45.8,c5large,True
727,1,8,8.590000000000001e-05,7.75e-06,0.0,0.0,c5large,False
728,1,16,0.0020800000000000003,3.229999999999999e-05,10.0,30.0,c5large,True
729,1,16,8.640000000000001e-05,3.08e-06,0.0,0.0,c5large,False
730,1,32,0.0020800000000000003,3.06e-05,30.0,45.8,c5large,True
731,1,32,8.39e-05,2.36e-06,0.0,0.0,c5large,False
732,2,1,0.00214,9.86e-05,20.0,40.0,c5large,True
733,2,1,9.7e-05,1.01e-05,0.0,0.0,c5large,False
734,2,2,0.0034799999999999996,0.000153,50.0,50.0,c5large,True
735,2,2,9.37e-05,8.82e-06,0.0,0.0,c5large,False
736,2,4,0.00336,0.000166,56.7,41.6,c5large,True
737,2,4,9.67e-05,1.4999999999999999e-05,0.0,0.0,c5large,False
738,2,8,0.0034100000000000003,0.000131,50.0,50.0,c5large,True
739,2,8,0.000106,2.2100000000000002e-05,30.0,45.8,c5large,False
740,2,16,0.00336,0.00015,70.0,45.8,c5large,True
741,2,16,9.290000000000001e-05,2.93e-06,0.0,0.0,c5large,False
742,2,32,0.0033799999999999998,0.000169,61.7,43.5,c5large,True
743,2,32,9.15e-05,1.14e-06,0.0,0.0,c5large,False
744,4,1,0.00214,5.870000000000001e-05,20.0,40.0,c5large,True
745,4,1,0.000139,1.99e-05,10.0,30.0,c5large,False
746,4,2,0.0034700000000000004,0.000161,40.0,49.0,c5large,True
747,4,2,0.000133,2.52e-06,0.0,0.0,c5large,False
748,4,4,0.00606,0.000236,60.0,49.0,c5large,True
749,4,4,0.000136,3.79e-06,0.0,0.0,c5large,False
750,4,8,0.00604,0.000336,90.0,30.0,c5large,True
751,4,8,0.000147,1.4999999999999999e-05,0.0,0.0,c5large,False
752,4,16,0.00624,0.000383,100.0,0.0,c5large,True
753,4,16,0.000145,3.18e-06,0.0,0.0,c5large,False
754,4,32,0.00601,9.379999999999999e-05,85.0,32.0,c5large,True
755,4,32,0.00014099999999999998,2.84e-06,0.0,0.0,c5large,False
756,8,1,0.00251,2.9299999999999997e-05,35.0,45.0,c5large,True
757,8,1,0.00046399999999999995,1.7899999999999998e-05,0.0,0.0,c5large,False
758,8,2,0.00398,0.00028199999999999997,45.0,47.2,c5large,True
759,8,2,0.00045999999999999996,1.1900000000000001e-05,0.0,0.0,c5large,False
760,8,4,0.00686,0.000541,76.7,32.7,c5large,True
761,8,4,0.000463,1.32e-05,0.0,0.0,c5large,False
762,8,8,0.0115,0.000184,96.7,9.99,c5large,True
763,8,8,0.000484,2.4299999999999998e-05,0.0,0.0,c5large,False
764,8,16,0.0109,0.000346,100.0,0.0,c5large,True
765,8,16,0.000487,3.43e-05,0.0,0.0,c5large,False
766,8,32,0.0107,0.00029,100.0,0.0,c5large,True
767,8,32,0.00047000000000000004,1.21e-05,0.0,0.0,c5large,False
768,16,1,0.0050799999999999994,0.000101,30.0,45.8,c5large,True
769,16,1,0.00302,9.740000000000001e-05,35.0,45.0,c5large,False
770,16,2,0.006379999999999999,0.000279,80.0,40.0,c5large,True
771,16,2,0.00307,6.51e-05,25.0,33.5,c5large,False
772,16,4,0.00903,0.000185,100.0,0.0,c5large,True
773,16,4,0.0030399999999999997,8.22e-05,25.0,33.5,c5large,False
774,16,8,0.0142,0.000262,89.2,13.5,c5large,True
775,16,8,0.00302,9.75e-05,10.0,20.0,c5large,False
776,16,16,0.0249,0.00045999999999999996,98.3,5.01,c5large,True
777,16,16,0.0030600000000000002,6.96e-05,55.0,47.2,c5large,False
778,16,32,0.0211,0.00031,100.0,0.0,c5large,True
779,16,32,0.0031100000000000004,4.8899999999999996e-05,15.0,32.0,c5large,False
780,32,1,0.0268,0.00024900000000000004,50.7,6.67,c5large,True
781,32,1,0.0236,0.0007509999999999999,50.0,8.94,c5large,False
782,32,2,0.0276,9.63e-05,98.6,4.29,c5large,True
783,32,2,0.0221,0.000125,52.0,6.0,c5large,False
784,32,4,0.0302,0.000229,98.6,4.29,c5large,True
785,32,4,0.0222,0.000157,51.0,5.39,c5large,False
786,32,8,0.0355,0.00032599999999999996,97.5,5.13,c5large,True
787,32,8,0.0222,0.00013700000000000002,54.0,4.9,c5large,False
788,32,16,0.0462,0.0005,97.0,4.63,c5large,True
789,32,16,0.0223,0.00016,51.0,7.0,c5large,False
790,32,32,0.0669,0.0019,98.6,2.84,c5large,True
791,32,32,0.0222,0.000139,51.0,3.0,c5large,False
792,64,1,0.177,0.000207,50.4,0.8959999999999999,c5large,True
793,64,1,0.17,0.0016300000000000002,49.9,1.02,c5large,False
794,64,2,0.195,0.0007160000000000001,99.5,1.02,c5large,True
795,64,2,0.175,0.00139,50.3,0.84,c5large,False
796,64,4,0.19399999999999998,0.00041500000000000006,99.2,1.18,c5large,True
797,64,4,0.17,0.0020800000000000003,50.0,0.649,c5large,False
798,64,8,0.203,0.000978,99.8,0.75,c5large,True
799,64,8,0.17600000000000002,0.00168,50.3,0.84,c5large,False
800,64,16,0.214,0.000354,99.3,1.05,c5large,True
801,64,16,0.177,0.0017,49.9,0.754,c5large,False
802,64,32,0.23600000000000002,0.00112,99.4,0.978,c5large,True
803,64,32,0.17600000000000002,0.00137,49.9,0.98,c5large,False
804,128,1,1.44,0.0007160000000000001,50.0,0.155,c5large,True
805,128,1,1.41,0.0104,50.0,0.15,c5large,False
806,128,2,1.51,0.0115,99.7,0.243,c5large,True
807,128,2,1.39,0.0263,50.0,0.06,c5large,False
808,128,4,1.52,0.0017699999999999999,99.9,0.147,c5large,True
809,128,4,1.4,0.0114,50.0,0.14,c5large,False
810,128,8,1.53,0.00557,99.9,0.13699999999999998,c5large,True
