,N,#procs,time_mean,time_std,cpu_mean,cpu_std,instance,parallel
811,128,8,1.4,0.00985,50.0,0.08,c5large,False
812,128,16,1.54,0.00463,100.0,0.09,c5large,True
813,128,16,1.4,0.0127,50.0,0.06,c5large,False
814,128,32,1.57,0.0021899999999999997,99.8,0.147,c5large,True
815,128,32,1.4,0.0152,50.1,0.0917,c5large,False
816,256,1,11.1,0.00521,50.0,0.0,c5large,True
817,256,1,10.8,0.0992,50.0,0.0,c5large,False
818,256,2,12.2,0.0158,99.9,0.08,c5large,True
819,256,2,11.2,0.0861,50.0,0.0,c5large,False
820,256,4,12.0,0.0215,99.9,0.07,c5large,True
821,256,4,10.8,0.098,50.0,0.0,c5large,False
822,256,8,12.2,0.0173,100.0,0.03,c5large,True
823,256,8,11.2,0.0952,50.0,0.03,c5large,False
824,256,16,12.3,0.0139,100.0,0.0,c5large,True
825,256,16,12.1,0.0679,50.0,0.0,c5large,False
826,256,32,12.4,0.07200000000000001,100.0,0.0,c5large,True
827,256,32,12.2,0.142,50.5,1.47,c5large,False
828,512,1,95.3,0.121,50.0,0.0917,c5large,True
829,512,1,94.0,0.748,50.0,0.0,c5large,False
830,512,2,98.5,0.0846,99.9,0.049,c5large,True
831,512,2,93.7,0.519,50.0,0.0,c5large,False
832,512,4,97.2,0.307,100.0,0.0671,c5large,True
833,512,4,91.0,0.722,50.0,0.12,c5large,False
834,512,8,98.1,0.185,100.0,0.0458,c5large,True
835,512,8,92.8,0.499,50.0,0.0,c5large,False
836,512,16,98.2,0.0652,100.0,0.0,c5large,True
837,512,16,93.2,0.495,50.0,0.0,c5large,False
838,512,32,98.7,0.0967,100.0,0.0,c5large,True
839,512,32,92.5,0.36,50.0,0.0,c5large,False
840,1,1,0.002,0.000139,10.0,20.0,c5xlarge,True
841,1,1,8.58e-05,1.98e-06,0.0,0.0,c5xlarge,False
842,1,2,0.0019199999999999998,4.8599999999999995e-05,35.0,45.0,c5xlarge,True
843,1,2,8.640000000000001e-05,7.71e-06,0.0,0.0,c5xlarge,False
844,1,4,0.0019100000000000002,4.16e-05,5.0,15.0,c5xlarge,True
845,1,4,8.48e-05,1.57e-06,0.0,0.0,c5xlarge,False
846,1,8,0.0018899999999999998,3.570000000000001e-05,10.0,20.0,c5xlarge,True
847,1,8,8.53e-05,3.82e-06,0.0,0.0,c5xlarge,False
848,1,16,0.00193,2.01e-05,5.0,15.0,c5xlarge,True
849,1,16,8.48e-05,1.71e-06,0.0,0.0,c5xlarge,False
850,1,32,0.00187,1.49e-05,20.0,33.2,c5xlarge,True
851,1,32,8.859999999999999e-05,1.34e-05,0.0,0.0,c5xlarge,False
852,2,1,0.0019199999999999998,3.5799999999999996e-05,30.0,40.0,c5xlarge,True
853,2,1,9.01e-05,1.63e-06,0.0,0.0,c5xlarge,False
854,2,2,0.0027600000000000003,8.08e-05,35.0,32.0,c5xlarge,True
855,2,2,8.99e-05,2.13e-06,0.0,0.0,c5xlarge,False
856,2,4,0.00278,9.71e-05,21.7,26.9,c5xlarge,True
857,2,4,9.19e-05,5.53e-06,0.0,0.0,c5xlarge,False
858,2,8,0.0027600000000000003,6.6e-05,35.0,39.1,c5xlarge,True
859,2,8,9.070000000000001e-05,1.52e-06,0.0,0.0,c5xlarge,False
860,2,16,0.0027600000000000003,8.82e-05,20.0,33.2,c5xlarge,True
861,2,16,9.02e-05,2.44e-06,0.0,0.0,c5xlarge,False
862,2,32,0.0028399999999999996,8.88e-05,40.0,49.0,c5xlarge,True
863,2,32,9.209999999999999e-05,1.09e-06,0.0,0.0,c5xlarge,False
864,4,1,0.00199,1.59e-05,15.0,32.0,c5xlarge,True
865,4,1,0.000135,6.09e-06,10.0,30.0,c5xlarge,False
866,4,2,0.0028699999999999997,7.69e-05,15.0,32.0,c5xlarge,True
867,4,2,0.000134,1.71e-06,0.0,0.0,c5xlarge,False
868,4,4,0.00486,0.00016299999999999998,53.3,23.3,c5xlarge,True
869,4,4,0.00014099999999999998,2.8600000000000004e-05,0.0,0.0,c5xlarge,False
870,4,8,0.00477,0.000188,26.7,27.1,c5xlarge,True
871,4,8,0.000139,1.55e-05,10.0,30.0,c5xlarge,False
872,4,16,0.00477,0.00021,40.0,30.0,c5xlarge,True
873,4,16,0.000133,1.62e-06,0.0,0.0,c5xlarge,False
874,4,32,0.00472,8.98e-05,36.7,30.6,c5xlarge,True
875,4,32,0.000133,2.99e-06,0.0,0.0,c5xlarge,False
876,8,1,0.0023,3.78e-05,25.0,40.3,c5xlarge,True
877,8,1,0.000454,1.84e-05,0.0,0.0,c5xlarge,False
878,8,2,0.0030399999999999997,9.89e-05,15.0,32.0,c5xlarge,True
879,8,2,0.000449,4.67e-06,0.0,0.0,c5xlarge,False
880,8,4,0.00498,0.000267,71.7,24.8,c5xlarge,True
881,8,4,0.000462,1.92e-05,0.0,0.0,c5xlarge,False
882,8,8,0.00853,0.000293,59.2,21.6,c5xlarge,True
883,8,8,0.000472,6.579999999999999e-05,10.0,30.0,c5xlarge,False
884,8,16,0.00822,0.000291,61.7,10.0,c5xlarge,True
885,8,16,0.00046399999999999995,3.02e-05,0.0,0.0,c5xlarge,False
886,8,32,0.00829,0.00023999999999999998,54.3,10.1,c5xlarge,True
887,8,32,0.00045599999999999997,9.73e-06,10.0,30.0,c5xlarge,False
888,16,1,0.0049,2.99e-05,26.7,23.8,c5xlarge,True
889,16,1,0.0029,4.04e-05,10.0,20.0,c5xlarge,False
890,16,2,0.0042899999999999995,6.979999999999999e-05,51.7,32.0,c5xlarge,True
891,16,2,0.0028699999999999997,5e-05,5.0,15.0,c5xlarge,False
892,16,4,0.0057799999999999995,9.22e-05,56.7,8.18,c5xlarge,True
893,16,4,0.0028899999999999998,5.8599999999999995e-05,10.0,20.0,c5xlarge,False
894,16,8,0.00896,0.00024300000000000002,71.0,14.0,c5xlarge,True
895,16,8,0.00295,5.2900000000000005e-05,10.0,20.0,c5xlarge,False
896,16,16,0.0156,0.000262,74.1,3.87,c5xlarge,True
897,16,16,0.00299,7.2e-05,15.0,22.9,c5xlarge,False
898,16,32,0.0153,0.000434,66.9,6.13,c5xlarge,True
899,16,32,0.00296,3.71e-05,15.0,22.9,c5xlarge,False
900,32,1,0.0245,0.000153,25.7,4.41,c5xlarge,True
901,32,1,0.0218,0.00022799999999999999,24.9,2.85,c5xlarge,False
902,32,2,0.0194,0.00595,47.4,4.91,c5xlarge,True
903,32,2,0.0225,0.00022200000000000003,26.8,4.22,c5xlarge,False
904,32,4,0.0163,0.000113,84.3,1.18,c5xlarge,True
905,32,4,0.0225,0.000195,24.8,3.49,c5xlarge,False
906,32,8,0.0196,0.000259,81.6,4.7,c5xlarge,True
907,32,8,0.0225,0.00016299999999999998,24.1,2.37,c5xlarge,False
908,32,16,0.0238,0.000264,90.7,3.15,c5xlarge,True
909,32,16,0.022000000000000002,0.00035,23.0,1.28,c5xlarge,False
910,32,32,0.0349,0.000395,94.2,2.89,c5xlarge,True
911,32,32,0.0221,0.000231,24.6,2.96,c5xlarge,False
912,64,1,0.185,0.00013000000000000002,25.0,0.537,c5xlarge,True
913,64,1,0.17800000000000002,0.0016300000000000002,25.2,0.317,c5xlarge,False
914,64,2,0.106,0.012,49.8,1.0,c5xlarge,True
915,64,2,0.17800000000000002,0.00185,25.1,0.32799999999999996,c5xlarge,False
916,64,4,0.1,0.000294,97.8,0.746,c5xlarge,True
917,64,4,0.17800000000000002,0.00149,24.8,0.366,c5xlarge,False
918,64,8,0.102,0.000408,97.0,0.977,c5xlarge,True
919,64,8,0.17300000000000001,0.00183,25.0,0.59,c5xlarge,False
920,64,16,0.10800000000000001,0.000614,97.5,1.24,c5xlarge,True
921,64,16,0.179,0.00176,24.9,0.331,c5xlarge,False
922,64,32,0.11900000000000001,0.0012699999999999999,97.5,0.82,c5xlarge,True
923,64,32,0.179,0.00185,25.0,0.349,c5xlarge,False
924,128,1,1.46,0.0024,25.0,0.0632,c5xlarge,True
925,128,1,1.43,0.0104,25.0,0.0632,c5xlarge,False
926,128,2,0.728,0.0137,49.9,0.15,c5xlarge,True
927,128,2,1.38,0.0118,25.0,0.06,c5xlarge,False
928,128,4,0.7559999999999999,0.00201,99.6,0.16,c5xlarge,True
929,128,4,1.38,0.0112,25.0,0.0447,c5xlarge,False
930,128,8,0.77,0.0010199999999999999,99.6,0.13699999999999998,c5xlarge,True
931,128,8,1.43,0.0138,25.0,0.06,c5xlarge,False
932,128,16,0.777,0.00234,99.5,0.221,c5xlarge,True
933,128,16,1.42,0.0151,25.0,0.0447,c5xlarge,False
934,128,32,0.787,0.0010199999999999999,99.6,0.13699999999999998,c5xlarge,True
935,128,32,1.43,0.0153,24.9,0.049,c5xlarge,False
936,256,1,11.3,0.0029100000000000003,25.0,0.0,c5xlarge,True
937,256,1,11.0,0.11199999999999999,25.1,0.24,c5xlarge,False
938,256,2,5.87,0.015,50.0,0.0,c5xlarge,True
939,256,2,11.4,0.122,25.0,0.0,c5xlarge,False
940,256,4,6.11,0.0172,99.7,0.17300000000000001,c5xlarge,True
941,256,4,11.4,0.114,25.0,0.03,c5xlarge,False
942,256,8,6.11,0.0125,99.7,0.509,c5xlarge,True
943,256,8,11.4,0.0861,25.0,0.0,c5xlarge,False
944,256,16,6.03,0.00732,99.8,0.128,c5xlarge,True
945,256,16,11.0,0.0866,25.0,0.0,c5xlarge,False
946,256,32,6.04,0.008320000000000001,99.9,0.049,c5xlarge,True
947,256,32,11.0,0.11599999999999999,25.0,0.0,c5xlarge,False
948,512,1,93.1,0.0911,25.0,0.0,c5xlarge,True
949,512,1,91.8,0.46799999999999997,25.0,0.09,c5xlarge,False
950,512,2,46.6,0.0461,50.0,0.0,c5xlarge,True
951,512,2,91.6,0.301,25.0,0.0,c5xlarge,False
952,512,4,48.2,0.134,99.9,0.18,c5xlarge,True
953,512,4,89.7,0.958,25.0,0.0,c5xlarge,False
954,512,8,48.8,0.0743,99.8,0.1,c5xlarge,True
955,512,8,91.6,0.5329999999999999,25.0,0.03,c5xlarge,False
956,512,16,48.7,0.0447,99.9,0.0447,c5xlarge,True
957,512,16,91.5,0.456,25.0,0.0,c5xlarge,False
958,512,32,48.9,0.0454,99.9,0.0447,c5xlarge,True
959,512,32,91.2,0.541,25.0,0.0,c5xlarge,False
960,1,1,0.00209,7.87e-05,28.3,29.9,c52xlarge,True
961,1,1,9.08e-05,2.12e-06,0.0,0.0,c52xlarge,False
962,1,2,0.00212,9.03e-05,15.0,22.9,c52xlarge,True
963,1,2,9.63e-05,6.97e-06,0.0,0.0,c52xlarge,False
964,1,4,0.00201,6.850000000000001e-05,12.5,20.2,c52xlarge,True
965,1,4,9.109999999999999e-05,2.98e-06,0.0,0.0,c52xlarge,False
966,1,8,0.00201,3.59e-05,10.0,20.0,c52xlarge,True
967,1,8,9.04e-05,1.31e-06,0.0,0.0,c52xlarge,False
968,1,16,0.00197,3.229999999999999e-05,18.3,22.9,c52xlarge,True
969,1,16,9.37e-05,4.57e-06,0.0,0.0,c52xlarge,False
970,1,32,0.00199,3.02e-05,11.7,18.3,c52xlarge,True
971,1,32,9.2e-05,5.75e-06,0.0,0.0,c52xlarge,False
972,2,1,0.00212,5.47e-05,18.3,22.9,c52xlarge,True
973,2,1,9.82e-05,1.48e-06,0.0,0.0,c52xlarge,False
974,2,2,0.003,7.57e-05,28.3,24.8,c52xlarge,True
975,2,2,0.000118,1.98e-05,25.0,40.3,c52xlarge,False
976,2,4,0.0029100000000000003,7.99e-05,29.2,17.6,c52xlarge,True
977,2,4,9.65e-05,1.49e-06,0.0,0.0,c52xlarge,False
978,2,8,0.00292,0.000168,35.0,13.8,c52xlarge,True
979,2,8,0.000118,2.07e-05,0.0,0.0,c52xlarge,False
980,2,16,0.00303,0.000151,36.7,20.8,c52xlarge,True
981,2,16,0.000105,1e-05,10.0,30.0,c52xlarge,False
982,2,32,0.00299,0.000226,18.3,22.9,c52xlarge,True
983,2,32,0.000106,1.28e-05,0.0,0.0,c52xlarge,False
984,4,1,0.00227,0.00011899999999999999,16.7,21.1,c52xlarge,True
985,4,1,0.000167,3.39e-05,0.0,0.0,c52xlarge,False
986,4,2,0.00293,7.99e-05,6.66,13.3,c52xlarge,True
987,4,2,0.00014199999999999998,1.87e-06,0.0,0.0,c52xlarge,False
988,4,4,0.00504,0.000174,35.8,10.9,c52xlarge,True
989,4,4,0.00016,3.13e-05,10.0,30.0,c52xlarge,False
990,4,8,0.00475,0.000129,27.5,6.67,c52xlarge,True
991,4,8,0.000151,1.28e-05,0.0,0.0,c52xlarge,False
992,4,16,0.00503,0.000236,33.3,14.4,c52xlarge,True
993,4,16,0.000168,2.84e-05,0.0,0.0,c52xlarge,False
994,4,32,0.00507,0.000286,39.2,16.5,c52xlarge,True
995,4,32,0.000165,3.09e-05,0.0,0.0,c52xlarge,False
996,8,1,0.0026,8.2e-05,25.0,21.4,c52xlarge,True
997,8,1,0.000551,0.000106,0.0,0.0,c52xlarge,False
998,8,2,0.0033,0.00017900000000000001,33.3,24.7,c52xlarge,True
999,8,2,0.000526,7.37e-05,10.0,30.0,c52xlarge,False
1000,8,4,0.0053100000000000005,0.000227,40.7,11.1,c52xlarge,True
1001,8,4,0.000528,7.08e-05,0.0,0.0,c52xlarge,False
1002,8,8,0.00883,0.000327,45.2,4.22,c52xlarge,True
1003,8,8,0.000543,0.000129,0.0,0.0,c52xlarge,False
1004,8,16,0.00863,0.000367,39.1,9.64,c52xlarge,True
1005,8,16,0.0005,8.14e-05,0.0,0.0,c52xlarge,False
1006,8,32,0.00843,0.0003,37.0,7.68,c52xlarge,True
1007,8,32,0.000502,4.1700000000000004e-05,10.0,30.0,c52xlarge,False
1008,16,1,0.00545,0.00022,17.8,13.2,c52xlarge,True
1009,16,1,0.0033,0.000217,18.3,18.9,c52xlarge,False
1010,16,2,0.0048,0.00025299999999999997,30.6,12.2,c52xlarge,True
1011,16,2,0.0032700000000000003,0.000199,28.3,19.8,c52xlarge,False
1012,16,4,0.005679999999999999,0.000352,33.0,9.54,c52xlarge,True
1013,16,4,0.0031100000000000004,0.00024300000000000002,16.6,16.6,c52xlarge,False
1014,16,8,0.00881,0.000259,31.4,7.6,c52xlarge,True
1015,16,8,0.00299,3.11e-05,9.16,14.2,c52xlarge,False
1016,16,16,0.0153,0.00108,39.3,8.82,c52xlarge,True
1017,16,16,0.00305,8.2e-05,11.7,14.5,c52xlarge,False
1018,16,32,0.0156,0.0008960000000000001,41.0,6.13,c52xlarge,True
1019,16,32,0.00301,4.4200000000000004e-05,16.7,21.1,c52xlarge,False
1020,32,1,0.0277,0.0031,25.2,2.7,c52xlarge,True
1021,32,1,0.0265,0.00511,24.5,1.77,c52xlarge,False
1022,32,2,0.0168,0.00373,35.4,4.51,c52xlarge,True
1023,32,2,0.0254,0.0036200000000000004,23.6,4.43,c52xlarge,False
1024,32,4,0.0171,0.000624,46.4,3.23,c52xlarge,True
1025,32,4,0.0268,0.00607,25.8,1.82,c52xlarge,False
1026,32,8,0.0144,0.000717,62.1,5.18,c52xlarge,True
1027,32,8,0.0263,0.00488,23.6,3.04,c52xlarge,False
1028,32,16,0.0193,0.000798,59.8,4.8,c52xlarge,True
1029,32,16,0.0242,0.000475,23.2,3.63,c52xlarge,False
1030,32,32,0.0329,0.00038700000000000003,50.0,3.57,c52xlarge,True
1031,32,32,0.0242,0.000309,21.1,3.24,c52xlarge,False
1032,64,1,0.193,0.00242,18.3,6.05,c52xlarge,True
1033,64,1,0.187,0.0041600000000000005,18.5,5.9,c52xlarge,False
1034,64,2,0.0982,0.000339,24.5,0.33399999999999996,c52xlarge,True
1035,64,2,0.18600000000000003,0.00146,12.7,0.215,c52xlarge,False
1036,64,4,0.0622,0.00942,45.2,3.4,c52xlarge,True
1037,64,4,0.188,0.000989,12.6,0.0831,c52xlarge,False
1038,64,8,0.0577,0.000293,85.8,1.09,c52xlarge,True
1039,64,8,0.188,0.00116,12.5,0.35,c52xlarge,False
1040,64,16,0.0618,0.0010199999999999999,85.6,2.58,c52xlarge,True
1041,64,16,0.188,0.000935,12.4,0.297,c52xlarge,False
1042,64,32,0.0674,0.00114,85.8,0.917,c52xlarge,True
1043,64,32,0.188,0.0009310000000000001,12.5,0.276,c52xlarge,False
1044,128,1,1.53,0.00321,12.5,0.03,c52xlarge,True
1045,128,1,1.5,0.01,12.5,0.0458,c52xlarge,False
1046,128,2,0.77,0.00173,25.0,0.09,c52xlarge,True
1047,128,2,1.5,0.00771,12.5,0.03,c52xlarge,False
1048,128,4,0.395,0.0127,49.3,0.805,c52xlarge,True
1049,128,4,1.5,0.00864,12.5,0.0,c52xlarge,False
1050,128,8,0.41,0.00091,98.1,0.24,c52xlarge,True
1051,128,8,1.48,0.0121,12.5,0.0539,c52xlarge,False
1052,128,16,0.41700000000000004,0.00566,97.0,1.65,c52xlarge,True
1053,128,16,1.47,0.0131,12.5,0.0,c52xlarge,False
1054,128,32,0.42200000000000004,0.00146,97.8,0.306,c52xlarge,True
1055,128,32,1.5,0.0125,12.5,0.03,c52xlarge,False
1056,256,1,12.2,0.0178,12.5,0.0,c52xlarge,True
1057,256,1,11.9,0.0812,12.5,0.0,c52xlarge,False
1058,256,2,6.14,0.00935,24.9,0.05,c52xlarge,True
1059,256,2,11.9,0.0934,12.5,0.0,c52xlarge,False
1060,256,4,3.07,0.01,49.8,0.10400000000000001,c52xlarge,True
1061,256,4,11.9,0.0962,12.5,0.0,c52xlarge,False
1062,256,8,3.25,0.00555,99.5,0.147,c52xlarge,True
1063,256,8,11.9,0.0716,12.5,0.0,c52xlarge,False
1064,256,16,3.25,0.005679999999999999,99.6,0.248,c52xlarge,True
1065,256,16,11.9,0.0593,12.5,0.0,c52xlarge,False
1066,256,32,3.25,0.00316,99.7,0.0831,c52xlarge,True
1067,256,32,11.9,0.0896,12.5,0.0,c52xlarge,False
1068,512,1,97.2,0.295,12.5,0.0,c52xlarge,True
1069,512,1,95.5,0.687,12.5,0.0,c52xlarge,False
1070,512,2,48.6,0.245,24.9,0.064,c52xlarge,True
1071,512,2,95.5,0.688,12.5,0.0,c52xlarge,False
1072,512,4,24.6,0.0641,49.7,0.111,c52xlarge,True
1073,512,4,96.3,0.42700000000000005,12.5,0.0,c52xlarge,False
1074,512,8,26.0,0.0862,99.3,0.287,c52xlarge,True
1075,512,8,95.8,0.307,12.5,0.03,c52xlarge,False
1076,512,16,25.9,0.0429,99.7,0.11800000000000001,c52xlarge,True
1077,512,16,95.9,0.305,12.5,0.0,c52xlarge,False
1078,512,32,25.9,0.0185,99.9,0.03,c52xlarge,True
1079,512,32,95.8,0.252,12.5,0.0,c52xlarge,False
